Date,Time,Life_stage,FishID,Habitat_released_onto,Release_location,StationID,Station_Region,Station_Name,Latitude,Longitude
27/01/2012,5:08:58 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
27/01/2012,5:09:58 AM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
27/01/2012,5:30:51 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
27/01/2012,5:36:47 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
27/01/2012,6:24:00 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
27/01/2012,7:13:04 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
27/01/2012,7:32:00 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
27/01/2012,7:40:50 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
27/01/2012,8:24:03 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
27/01/2012,9:14:50 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
27/01/2012,9:25:32 AM,adult,1,other,other,35,west,9ft_bank_(Pt_Lillias_channel),-38.10157,144.43693
27/01/2012,9:41:42 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
27/01/2012,10:24:45 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
27/01/2012,11:42:05 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
27/01/2012,11:45:52 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
27/01/2012,11:54:12 AM,adult,1,other,other,35,west,9ft_bank_(Pt_Lillias_channel),-38.10157,144.43693
27/01/2012,12:28:19 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
27/01/2012,1:16:49 PM,pinkie,70,art,Yak,22,east,Frankston_inner_reef_(knob),-38.14407,145.10023
27/01/2012,1:42:45 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
27/01/2012,1:46:04 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
27/01/2012,2:29:29 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
27/01/2012,2:58:36 PM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
27/01/2012,3:07:18 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
27/01/2012,3:44:18 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
27/01/2012,3:46:12 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
27/01/2012,4:30:15 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
27/01/2012,5:25:03 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
27/01/2012,5:46:06 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
27/01/2012,5:53:07 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
27/01/2012,6:31:42 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
27/01/2012,7:28:32 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
27/01/2012,7:47:20 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
27/01/2012,7:53:13 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
27/01/2012,8:31:43 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
27/01/2012,9:30:06 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
27/01/2012,9:50:23 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
27/01/2012,9:53:42 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
27/01/2012,10:32:26 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
27/01/2012,11:30:57 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
27/01/2012,11:35:58 PM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
27/01/2012,11:55:02 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
28/01/2012,12:33:28 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
28/01/2012,12:46:13 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
28/01/2012,1:31:09 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
28/01/2012,1:56:04 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
28/01/2012,2:29:36 AM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
28/01/2012,2:35:13 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
28/01/2012,2:54:51 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
28/01/2012,3:31:52 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
28/01/2012,3:57:09 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
28/01/2012,4:36:15 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
28/01/2012,4:57:18 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
28/01/2012,5:33:20 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
28/01/2012,5:57:39 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
28/01/2012,6:36:18 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
28/01/2012,7:04:00 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
28/01/2012,8:06:34 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
28/01/2012,8:37:19 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
28/01/2012,9:16:28 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
28/01/2012,10:09:44 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
28/01/2012,10:37:56 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
28/01/2012,11:21:51 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
28/01/2012,11:38:37 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
28/01/2012,12:13:15 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
28/01/2012,12:38:12 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
28/01/2012,1:30:02 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
28/01/2012,1:41:21 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
28/01/2012,2:39:28 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
28/01/2012,3:08:49 PM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
28/01/2012,3:43:41 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
28/01/2012,3:51:28 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
28/01/2012,4:40:10 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
28/01/2012,5:45:54 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
28/01/2012,6:16:49 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
28/01/2012,6:41:11 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
28/01/2012,7:48:46 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
28/01/2012,7:53:50 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
28/01/2012,8:18:45 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
28/01/2012,8:41:22 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
28/01/2012,9:53:54 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
28/01/2012,9:58:05 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
28/01/2012,10:20:53 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
28/01/2012,10:42:42 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
28/01/2012,11:23:34 PM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
28/01/2012,11:55:02 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
29/01/2012,12:08:14 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
29/01/2012,12:21:50 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
29/01/2012,12:47:04 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
29/01/2012,1:25:11 AM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
29/01/2012,1:55:37 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
29/01/2012,2:12:37 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
29/01/2012,2:22:25 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
29/01/2012,2:47:43 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
29/01/2012,3:57:04 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
29/01/2012,4:18:06 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
29/01/2012,4:22:59 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
29/01/2012,4:47:49 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
29/01/2012,6:18:50 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
29/01/2012,6:23:54 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
29/01/2012,6:48:40 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
29/01/2012,8:19:08 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
29/01/2012,8:27:32 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
29/01/2012,8:49:36 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
29/01/2012,10:24:11 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
29/01/2012,10:28:17 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
29/01/2012,10:51:52 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
29/01/2012,12:39:53 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
29/01/2012,12:54:27 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
29/01/2012,12:54:33 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
29/01/2012,1:00:05 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
29/01/2012,2:15:12 PM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
29/01/2012,2:42:44 PM,pinkie,70,art,Yak,22,east,Frankston_inner_reef_(knob),-38.14407,145.10023
29/01/2012,2:55:46 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
29/01/2012,3:01:03 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
29/01/2012,3:03:20 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
29/01/2012,3:18:34 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
29/01/2012,4:56:30 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
29/01/2012,4:57:29 PM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
29/01/2012,5:23:25 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
29/01/2012,5:25:29 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
29/01/2012,5:29:13 PM,pinkie,70,art,Yak,22,east,Frankston_inner_reef_(knob),-38.14407,145.10023
29/01/2012,6:11:18 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
29/01/2012,6:58:17 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
29/01/2012,7:02:32 PM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
29/01/2012,7:26:44 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
29/01/2012,7:45:39 PM,pinkie,70,art,Yak,22,east,Frankston_inner_reef_(knob),-38.14407,145.10023
29/01/2012,8:32:08 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
29/01/2012,8:58:42 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
29/01/2012,9:21:25 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
29/01/2012,9:27:18 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
29/01/2012,10:32:56 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
29/01/2012,10:38:59 PM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
29/01/2012,10:59:36 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
29/01/2012,11:22:43 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
29/01/2012,11:29:36 PM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
30/01/2012,12:33:33 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
30/01/2012,12:59:42 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
30/01/2012,1:24:00 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
30/01/2012,1:39:27 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
30/01/2012,2:35:53 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
30/01/2012,3:00:16 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
30/01/2012,3:24:17 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
30/01/2012,4:00:24 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
30/01/2012,4:36:52 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
30/01/2012,5:01:49 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
30/01/2012,5:24:35 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
30/01/2012,6:36:54 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
30/01/2012,7:02:22 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
30/01/2012,7:27:21 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
30/01/2012,8:29:29 AM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
30/01/2012,8:37:19 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
30/01/2012,9:02:27 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
30/01/2012,9:13:46 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
30/01/2012,9:27:52 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
30/01/2012,10:17:42 AM,pinkie,70,art,Yak,22,east,Frankston_inner_reef_(knob),-38.14407,145.10023
30/01/2012,10:43:14 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
30/01/2012,11:02:53 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
30/01/2012,11:28:20 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
30/01/2012,11:46:59 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
30/01/2012,12:57:20 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
30/01/2012,1:03:28 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
30/01/2012,1:30:32 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
30/01/2012,2:30:47 PM,adult,1,other,other,38,west,Point_henry,-38.11977,144.42425
30/01/2012,2:59:47 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
30/01/2012,3:03:44 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
30/01/2012,3:30:37 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
30/01/2012,5:03:28 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
30/01/2012,5:03:54 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
30/01/2012,7:04:01 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
30/01/2012,7:44:57 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
30/01/2012,9:05:45 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
30/01/2012,9:46:26 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
30/01/2012,11:06:31 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
30/01/2012,11:48:27 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
31/01/2012,1:06:36 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
31/01/2012,3:06:44 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
31/01/2012,4:20:55 AM,adult,15,other,other,12,east,Rec_artificial_reef,-38.03608,145.07697
31/01/2012,5:07:39 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
31/01/2012,7:08:27 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
31/01/2012,9:09:23 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
31/01/2012,11:12:15 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
31/01/2012,1:13:41 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
31/01/2012,3:14:53 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
31/01/2012,3:53:16 PM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
31/01/2012,5:15:50 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
31/01/2012,6:38:16 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
31/01/2012,7:16:58 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
31/01/2012,8:39:45 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
31/01/2012,9:17:54 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
31/01/2012,10:42:23 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
31/01/2012,10:54:47 PM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
31/01/2012,11:18:15 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
01/02/2012,12:52:14 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
01/02/2012,12:55:57 AM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
01/02/2012,1:19:34 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
01/02/2012,2:52:34 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
01/02/2012,2:58:29 AM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
01/02/2012,3:21:22 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
01/02/2012,4:00:42 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
01/02/2012,4:56:06 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
01/02/2012,5:01:13 AM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
01/02/2012,5:23:02 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
01/02/2012,6:54:39 AM,adult,15,other,other,12,east,Rec_artificial_reef,-38.03608,145.07697
01/02/2012,6:56:17 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
01/02/2012,7:17:24 AM,pinkie,71,art,Yak,21,east,Tedesco_artificial_reef,-38.08735,145.09918
01/02/2012,7:24:13 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
01/02/2012,8:11:17 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
01/02/2012,8:57:27 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
01/02/2012,9:10:08 AM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
01/02/2012,9:24:33 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
01/02/2012,10:11:43 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
01/02/2012,11:25:53 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
01/02/2012,12:06:04 PM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
01/02/2012,12:12:14 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
01/02/2012,1:27:29 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
01/02/2012,2:13:00 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
01/02/2012,3:29:06 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
01/02/2012,4:04:42 PM,adult,55,other,other,44,south,The_heads_5,-38.28885,144.68552
01/02/2012,4:13:56 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
01/02/2012,4:25:44 PM,adult,55,other,other,43,south,The_heads_4,-38.28483,144.682
01/02/2012,4:38:13 PM,adult,55,other,other,42,south,The_heads_3,-38.2806,144.67943
01/02/2012,6:11:15 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
01/02/2012,6:18:23 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
01/02/2012,7:01:32 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
01/02/2012,8:11:35 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
01/02/2012,8:19:28 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
01/02/2012,8:46:13 PM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
01/02/2012,9:15:14 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
01/02/2012,10:11:38 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
01/02/2012,10:19:43 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
01/02/2012,10:47:15 PM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
01/02/2012,11:15:39 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
02/02/2012,12:11:58 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
02/02/2012,12:20:48 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
02/02/2012,12:48:48 AM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
02/02/2012,2:12:42 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
02/02/2012,2:26:22 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
02/02/2012,2:52:25 AM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
02/02/2012,3:07:06 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
02/02/2012,4:14:31 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
02/02/2012,4:27:15 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
02/02/2012,4:56:21 AM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
02/02/2012,5:28:54 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
02/02/2012,6:14:45 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
02/02/2012,6:32:34 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
02/02/2012,7:35:21 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
02/02/2012,8:15:49 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
02/02/2012,8:34:04 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
02/02/2012,9:35:51 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
02/02/2012,10:16:10 AM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
02/02/2012,10:34:56 AM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
02/02/2012,11:40:57 AM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
02/02/2012,12:16:21 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
02/02/2012,12:31:00 PM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
02/02/2012,12:35:16 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
02/02/2012,1:41:15 PM,pinkie,65,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
02/02/2012,2:18:01 PM,pinkie,70,art,Yak,23,east,Yakka_artificial_reef,-38.14135,145.09135
02/02/2012,2:34:48 PM,pinkie,69,art,Yak,24,east,Woolies_natural_reef,-38.155,145.09088
02/02/2012,2:35:52 PM,adult,15,other,other,13,east,Tyre_reef,-38.05117,145.0788
