"Date","Life_stage","StationID","Station_Region","Latitude","Longitude","Number_fish"
2012-02-26,"pinkie",21,"east",-38.08735,145.09918,10
2012-02-26,"pinkie",22,"east",-38.14407,145.10023,6
2012-02-26,"pinkie",23,"east",-38.14135,145.09135,11
2012-02-26,"pinkie",24,"east",-38.155,145.09088,20
2012-02-27,"pinkie",10,"east",-38.00345,145.0335,13
2012-02-27,"pinkie",11,"east",-38.00213,145.0611,9
2012-02-27,"pinkie",12,"east",-38.03608,145.07697,24
2012-02-27,"pinkie",13,"east",-38.05117,145.0788,10
2012-02-27,"pinkie",21,"east",-38.08735,145.09918,13
2012-02-27,"pinkie",22,"east",-38.14407,145.10023,5
2012-02-27,"pinkie",23,"east",-38.14135,145.09135,13
2012-02-27,"pinkie",24,"east",-38.155,145.09088,21
2012-02-28,"pinkie",10,"east",-38.00345,145.0335,14
2012-02-28,"pinkie",11,"east",-38.00213,145.0611,7
2012-02-28,"pinkie",12,"east",-38.03608,145.07697,24
2012-02-28,"pinkie",13,"east",-38.05117,145.0788,11
2012-02-28,"pinkie",21,"east",-38.08735,145.09918,24
2012-02-28,"pinkie",22,"east",-38.14407,145.10023,9
2012-02-28,"pinkie",23,"east",-38.14135,145.09135,12
2012-02-28,"pinkie",24,"east",-38.155,145.09088,24
2012-02-29,"pinkie",10,"east",-38.00345,145.0335,17
2012-02-29,"pinkie",11,"east",-38.00213,145.0611,4
2012-02-29,"pinkie",12,"east",-38.03608,145.07697,18
2012-02-29,"pinkie",13,"east",-38.05117,145.0788,11
2012-02-29,"pinkie",21,"east",-38.08735,145.09918,24
2012-02-29,"pinkie",22,"east",-38.14407,145.10023,10
2012-02-29,"pinkie",23,"east",-38.14135,145.09135,11
2012-02-29,"pinkie",24,"east",-38.155,145.09088,26
2012-03-01,"adult",11,"east",-38.00213,145.0611,2
2012-03-01,"pinkie",10,"east",-38.00345,145.0335,27
2012-03-01,"pinkie",11,"east",-38.00213,145.0611,6
2012-03-01,"pinkie",12,"east",-38.03608,145.07697,17
2012-03-01,"pinkie",13,"east",-38.05117,145.0788,7
2012-03-01,"pinkie",21,"east",-38.08735,145.09918,23
2012-03-01,"pinkie",22,"east",-38.14407,145.10023,10
2012-03-01,"pinkie",23,"east",-38.14135,145.09135,12
2012-03-01,"pinkie",24,"east",-38.155,145.09088,16
2012-03-02,"pinkie",10,"east",-38.00345,145.0335,28
2012-03-02,"pinkie",11,"east",-38.00213,145.0611,11
2012-03-02,"pinkie",12,"east",-38.03608,145.07697,15
2012-03-02,"pinkie",13,"east",-38.05117,145.0788,8
2012-03-02,"pinkie",21,"east",-38.08735,145.09918,24
2012-03-02,"pinkie",22,"east",-38.14407,145.10023,10
2012-03-02,"pinkie",23,"east",-38.14135,145.09135,11
2012-03-02,"pinkie",24,"east",-38.155,145.09088,11
2012-03-03,"pinkie",10,"east",-38.00345,145.0335,24
2012-03-03,"pinkie",11,"east",-38.00213,145.0611,18
2012-03-03,"pinkie",12,"east",-38.03608,145.07697,13
2012-03-03,"pinkie",13,"east",-38.05117,145.0788,11
2012-03-03,"pinkie",21,"east",-38.08735,145.09918,28
2012-03-03,"pinkie",22,"east",-38.14407,145.10023,10
2012-03-03,"pinkie",23,"east",-38.14135,145.09135,12
2012-03-03,"pinkie",24,"east",-38.155,145.09088,21
2012-03-04,"adult",11,"east",-38.00213,145.0611,1
2012-03-04,"adult",38,"west",-38.11977,144.42425,1
2012-03-04,"pinkie",3,"north",-37.88172,144.96923,1
2012-03-04,"pinkie",10,"east",-38.00345,145.0335,25
2012-03-04,"pinkie",11,"east",-38.00213,145.0611,30
2012-03-04,"pinkie",12,"east",-38.03608,145.07697,23
2012-03-04,"pinkie",13,"east",-38.05117,145.0788,11
2012-03-04,"pinkie",21,"east",-38.08735,145.09918,29
2012-03-04,"pinkie",22,"east",-38.14407,145.10023,7
2012-03-04,"pinkie",23,"east",-38.14135,145.09135,12
2012-03-04,"pinkie",24,"east",-38.155,145.09088,19
2012-03-05,"pinkie",3,"north",-37.88172,144.96923,1
2012-03-05,"pinkie",10,"east",-38.00345,145.0335,25
2012-03-05,"pinkie",11,"east",-38.00213,145.0611,22
2012-03-05,"pinkie",12,"east",-38.03608,145.07697,18
2012-03-05,"pinkie",13,"east",-38.05117,145.0788,12
2012-03-05,"pinkie",21,"east",-38.08735,145.09918,15
2012-03-05,"pinkie",22,"east",-38.14407,145.10023,10
2012-03-05,"pinkie",23,"east",-38.14135,145.09135,11
2012-03-05,"pinkie",24,"east",-38.155,145.09088,16
2012-03-06,"adult",12,"east",-38.03608,145.07697,1
2012-03-06,"pinkie",10,"east",-38.00345,145.0335,24
2012-03-06,"pinkie",11,"east",-38.00213,145.0611,23
2012-03-06,"pinkie",12,"east",-38.03608,145.07697,17
2012-03-06,"pinkie",13,"east",-38.05117,145.0788,12
2012-03-06,"pinkie",21,"east",-38.08735,145.09918,20
2012-03-06,"pinkie",22,"east",-38.14407,145.10023,12
2012-03-06,"pinkie",23,"east",-38.14135,145.09135,12
2012-03-06,"pinkie",24,"east",-38.155,145.09088,20
2012-03-07,"pinkie",10,"east",-38.00345,145.0335,19
2012-03-07,"pinkie",11,"east",-38.00213,145.0611,28
2012-03-07,"pinkie",12,"east",-38.03608,145.07697,11
2012-03-07,"pinkie",13,"east",-38.05117,145.0788,11
2012-03-07,"pinkie",21,"east",-38.08735,145.09918,17
2012-03-07,"pinkie",22,"east",-38.14407,145.10023,11
2012-03-07,"pinkie",23,"east",-38.14135,145.09135,12
2012-03-07,"pinkie",24,"east",-38.155,145.09088,21
2012-03-08,"pinkie",10,"east",-38.00345,145.0335,18
2012-03-08,"pinkie",11,"east",-38.00213,145.0611,26
2012-03-08,"pinkie",12,"east",-38.03608,145.07697,12
2012-03-08,"pinkie",13,"east",-38.05117,145.0788,10
2012-03-08,"pinkie",21,"east",-38.08735,145.09918,20
2012-03-08,"pinkie",22,"east",-38.14407,145.10023,11
2012-03-08,"pinkie",23,"east",-38.14135,145.09135,11
2012-03-08,"pinkie",24,"east",-38.155,145.09088,22
2012-03-09,"adult",11,"east",-38.00213,145.0611,1
2012-03-09,"pinkie",10,"east",-38.00345,145.0335,25
2012-03-09,"pinkie",11,"east",-38.00213,145.0611,38
2012-03-09,"pinkie",12,"east",-38.03608,145.07697,12
2012-03-09,"pinkie",13,"east",-38.05117,145.0788,11
2012-03-09,"pinkie",21,"east",-38.08735,145.09918,39
2012-03-09,"pinkie",22,"east",-38.14407,145.10023,9
2012-03-09,"pinkie",23,"east",-38.14135,145.09135,13
2012-03-09,"pinkie",24,"east",-38.155,145.09088,25
2012-03-10,"pinkie",10,"east",-38.00345,145.0335,23
2012-03-10,"pinkie",11,"east",-38.00213,145.0611,23
2012-03-10,"pinkie",12,"east",-38.03608,145.07697,18
2012-03-10,"pinkie",13,"east",-38.05117,145.0788,10
2012-03-10,"pinkie",21,"east",-38.08735,145.09918,26
2012-03-10,"pinkie",22,"east",-38.14407,145.10023,11
2012-03-10,"pinkie",23,"east",-38.14135,145.09135,12
2012-03-10,"pinkie",24,"east",-38.155,145.09088,15
2012-03-11,"adult",11,"east",-38.00213,145.0611,1
2012-03-11,"pinkie",10,"east",-38.00345,145.0335,31
2012-03-11,"pinkie",11,"east",-38.00213,145.0611,28
2012-03-11,"pinkie",12,"east",-38.03608,145.07697,22
2012-03-11,"pinkie",13,"east",-38.05117,145.0788,10
2012-03-11,"pinkie",20,"east",-38.09975,145.0564,1
2012-03-11,"pinkie",21,"east",-38.08735,145.09918,27
2012-03-11,"pinkie",22,"east",-38.14407,145.10023,12
2012-03-11,"pinkie",23,"east",-38.14135,145.09135,8
2012-03-11,"pinkie",24,"east",-38.155,145.09088,16
2012-03-12,"adult",11,"east",-38.00213,145.0611,2
2012-03-12,"pinkie",10,"east",-38.00345,145.0335,30
2012-03-12,"pinkie",11,"east",-38.00213,145.0611,17
2012-03-12,"pinkie",12,"east",-38.03608,145.07697,9
2012-03-12,"pinkie",13,"east",-38.05117,145.0788,10
2012-03-12,"pinkie",21,"east",-38.08735,145.09918,22
2012-03-12,"pinkie",22,"east",-38.14407,145.10023,10
2012-03-12,"pinkie",24,"east",-38.155,145.09088,30
2012-03-13,"adult",11,"east",-38.00213,145.0611,5
2012-03-13,"pinkie",10,"east",-38.00345,145.0335,30
2012-03-13,"pinkie",11,"east",-38.00213,145.0611,29
2012-03-13,"pinkie",12,"east",-38.03608,145.07697,11
2012-03-13,"pinkie",13,"east",-38.05117,145.0788,16
2012-03-13,"pinkie",21,"east",-38.08735,145.09918,31
2012-03-13,"pinkie",22,"east",-38.14407,145.10023,10
2012-03-13,"pinkie",24,"east",-38.155,145.09088,32
2012-03-14,"adult",11,"east",-38.00213,145.0611,1
2012-03-14,"pinkie",1,"north",-37.87702,144.93997,1
2012-03-14,"pinkie",3,"north",-37.88172,144.96923,2
2012-03-14,"pinkie",10,"east",-38.00345,145.0335,21
2012-03-14,"pinkie",11,"east",-38.00213,145.0611,20
2012-03-14,"pinkie",12,"east",-38.03608,145.07697,13
2012-03-14,"pinkie",13,"east",-38.05117,145.0788,23
2012-03-14,"pinkie",21,"east",-38.08735,145.09918,33
2012-03-14,"pinkie",22,"east",-38.14407,145.10023,10
2012-03-14,"pinkie",24,"east",-38.155,145.09088,21
2012-03-15,"pinkie",10,"east",-38.00345,145.0335,19
2012-03-15,"pinkie",11,"east",-38.00213,145.0611,21
2012-03-15,"pinkie",12,"east",-38.03608,145.07697,13
2012-03-15,"pinkie",13,"east",-38.05117,145.0788,29
2012-03-15,"pinkie",21,"east",-38.08735,145.09918,9
2012-03-15,"pinkie",22,"east",-38.14407,145.10023,6
2012-03-15,"pinkie",24,"east",-38.155,145.09088,15
2012-03-16,"pinkie",10,"east",-38.00345,145.0335,25
2012-03-16,"pinkie",11,"east",-38.00213,145.0611,11
2012-03-16,"pinkie",12,"east",-38.03608,145.07697,10
2012-03-16,"pinkie",13,"east",-38.05117,145.0788,34
2012-03-16,"pinkie",19,"east",-38.07715,145.03903,2
2012-03-16,"pinkie",21,"east",-38.08735,145.09918,3
2012-03-16,"pinkie",22,"east",-38.14407,145.10023,9
2012-03-16,"pinkie",24,"east",-38.155,145.09088,22
2012-03-17,"pinkie",10,"east",-38.00345,145.0335,19
2012-03-17,"pinkie",11,"east",-38.00213,145.0611,2
2012-03-17,"pinkie",13,"east",-38.05117,145.0788,29
2012-03-17,"pinkie",21,"east",-38.08735,145.09918,2
2012-03-17,"pinkie",22,"east",-38.14407,145.10023,9
2012-03-17,"pinkie",24,"east",-38.155,145.09088,23
2012-03-18,"adult",11,"east",-38.00213,145.0611,1
2012-03-18,"pinkie",10,"east",-38.00345,145.0335,18
2012-03-18,"pinkie",11,"east",-38.00213,145.0611,1
2012-03-18,"pinkie",13,"east",-38.05117,145.0788,35
2012-03-18,"pinkie",21,"east",-38.08735,145.09918,13
2012-03-18,"pinkie",22,"east",-38.14407,145.10023,10
2012-03-18,"pinkie",24,"east",-38.155,145.09088,17
2012-03-18,"pinkie",53,"north",-37.88076667,144.8754667,1
2012-03-19,"pinkie",10,"east",-38.00345,145.0335,20
2012-03-19,"pinkie",11,"east",-38.00213,145.0611,3
2012-03-19,"pinkie",12,"east",-38.03608,145.07697,10
2012-03-19,"pinkie",13,"east",-38.05117,145.0788,16
2012-03-19,"pinkie",21,"east",-38.08735,145.09918,18
2012-03-19,"pinkie",22,"east",-38.14407,145.10023,9
2012-03-19,"pinkie",24,"east",-38.155,145.09088,17
2012-03-19,"pinkie",53,"north",-37.88085,144.87545,1
2012-03-20,"adult",11,"east",-38.00213,145.0611,1
2012-03-20,"pinkie",10,"east",-38.00345,145.0335,31
2012-03-20,"pinkie",11,"east",-38.00213,145.0611,1
2012-03-20,"pinkie",12,"east",-38.03608,145.07697,4
2012-03-20,"pinkie",13,"east",-38.05117,145.0788,10
2012-03-20,"pinkie",20,"east",-38.09975,145.0564,1
2012-03-20,"pinkie",21,"east",-38.08735,145.09918,5
2012-03-20,"pinkie",22,"east",-38.14407,145.10023,5
2012-03-20,"pinkie",24,"east",-38.155,145.09088,8
2012-03-21,"pinkie",3,"north",-37.88172,144.96923,1
2012-03-21,"pinkie",10,"east",-38.00345,145.0335,23
2012-03-21,"pinkie",11,"east",-38.00213,145.0611,5
2012-03-21,"pinkie",12,"east",-38.03608,145.07697,25
2012-03-21,"pinkie",13,"east",-38.05117,145.0788,10
2012-03-21,"pinkie",22,"east",-38.14407,145.10023,5
2012-03-21,"pinkie",24,"east",-38.155,145.09088,12
2012-03-22,"pinkie",1,"north",-37.87702,144.93997,1
2012-03-22,"pinkie",3,"north",-37.88172,144.96923,1
2012-03-22,"pinkie",10,"east",-38.00345,145.0335,22
2012-03-22,"pinkie",11,"east",-38.00213,145.0611,3
2012-03-22,"pinkie",12,"east",-38.03608,145.07697,36
2012-03-22,"pinkie",13,"east",-38.05117,145.0788,11
2012-03-22,"pinkie",15,"east",-38.04128,144.98372,1
2012-03-22,"pinkie",21,"east",-38.08735,145.09918,4
2012-03-22,"pinkie",22,"east",-38.14407,145.10023,6
2012-03-22,"pinkie",24,"east",-38.155,145.09088,12
2012-03-23,"pinkie",3,"north",-37.88172,144.96923,2
2012-03-23,"pinkie",10,"east",-38.00345,145.0335,25
2012-03-23,"pinkie",11,"east",-38.00213,145.0611,2
2012-03-23,"pinkie",12,"east",-38.03608,145.07697,39
2012-03-23,"pinkie",13,"east",-38.05117,145.0788,4
2012-03-23,"pinkie",21,"east",-38.08735,145.09918,1
2012-03-23,"pinkie",22,"east",-38.14407,145.10023,1
2012-03-23,"pinkie",24,"east",-38.155,145.09088,4
2012-03-23,"pinkie",35,"west",-38.10157,144.43693,1
2012-03-24,"adult",11,"east",-38.00213,145.0611,1
2012-03-24,"pinkie",1,"north",-37.87702,144.93997,1
2012-03-24,"pinkie",3,"north",-37.88172,144.96923,1
2012-03-24,"pinkie",8,"north",-37.95742,144.98865,1
2012-03-24,"pinkie",10,"east",-38.00345,145.0335,28
2012-03-24,"pinkie",11,"east",-38.00213,145.0611,3
2012-03-24,"pinkie",12,"east",-38.03608,145.07697,31
2012-03-24,"pinkie",15,"east",-38.04128,144.98372,1
2012-03-24,"pinkie",22,"east",-38.14407,145.10023,8
2012-03-24,"pinkie",24,"east",-38.155,145.09088,6
2012-03-24,"pinkie",38,"west",-38.11977,144.42425,2
2012-03-25,"pinkie",1,"north",-37.87702,144.93997,1
2012-03-25,"pinkie",10,"east",-38.00345,145.0335,31
2012-03-25,"pinkie",12,"east",-38.03608,145.07697,26
2012-03-25,"pinkie",21,"east",-38.08735,145.09918,6
2012-03-25,"pinkie",22,"east",-38.14407,145.10023,6
2012-03-25,"pinkie",24,"east",-38.155,145.09088,11
2012-03-25,"pinkie",36,"west",-38.08647,144.62853,4
2012-03-25,"pinkie",38,"west",-38.11977,144.42425,2
2012-03-25,"pinkie",53,"north",-37.88036667,144.8755,2
2012-03-26,"pinkie",1,"north",-37.87702,144.93997,1
2012-03-26,"pinkie",3,"north",-37.88172,144.96923,1
2012-03-26,"pinkie",10,"east",-38.00345,145.0335,19
2012-03-26,"pinkie",11,"east",-38.00213,145.0611,3
2012-03-26,"pinkie",12,"east",-38.03608,145.07697,11
2012-03-26,"pinkie",15,"east",-38.04128,144.98372,1
2012-03-26,"pinkie",20,"east",-38.09975,145.0564,1
2012-03-26,"pinkie",21,"east",-38.08735,145.09918,9
2012-03-26,"pinkie",35,"west",-38.10157,144.43693,2
2012-03-26,"pinkie",36,"west",-38.08647,144.62853,3
2012-03-27,"pinkie",1,"north",-37.87702,144.93997,2
2012-03-27,"pinkie",10,"east",-38.00345,145.0335,20
2012-03-27,"pinkie",11,"east",-38.00213,145.0611,7
2012-03-27,"pinkie",21,"east",-38.08735,145.09918,6
2012-03-27,"pinkie",24,"east",-38.155,145.09088,7
2012-03-28,"pinkie",1,"north",-37.87702,144.93997,2
2012-03-28,"pinkie",10,"east",-38.00345,145.0335,24
2012-03-28,"pinkie",11,"east",-38.00213,145.0611,9
2012-03-28,"pinkie",12,"east",-38.03608,145.07697,1
2012-03-28,"pinkie",13,"east",-38.05117,145.0788,4
2012-03-28,"pinkie",20,"east",-38.09975,145.0564,1
2012-03-28,"pinkie",21,"east",-38.08735,145.09918,8
2012-03-28,"pinkie",24,"east",-38.155,145.09088,1
2012-03-29,"pinkie",1,"north",-37.87702,144.93997,1
2012-03-29,"pinkie",6,"north",-37.94858,144.92758,1
2012-03-29,"pinkie",10,"east",-38.00345,145.0335,21
2012-03-29,"pinkie",11,"east",-38.00213,145.0611,9
2012-03-29,"pinkie",12,"east",-38.03608,145.07697,5
2012-03-29,"pinkie",13,"east",-38.05117,145.0788,11
2012-03-29,"pinkie",20,"east",-38.09975,145.0564,1
2012-03-29,"pinkie",21,"east",-38.08735,145.09918,11
2012-03-29,"pinkie",24,"east",-38.155,145.09088,2
2012-03-30,"pinkie",8,"north",-37.95742,144.98865,3
2012-03-30,"pinkie",10,"east",-38.00345,145.0335,23
2012-03-30,"pinkie",11,"east",-38.00213,145.0611,10
2012-03-30,"pinkie",12,"east",-38.03608,145.07697,8
2012-03-30,"pinkie",13,"east",-38.05117,145.0788,11
2012-03-30,"pinkie",20,"east",-38.09975,145.0564,1
2012-03-30,"pinkie",21,"east",-38.08735,145.09918,12
2012-03-30,"pinkie",24,"east",-38.155,145.09088,2
2012-03-31,"pinkie",8,"north",-37.95742,144.98865,8
2012-03-31,"pinkie",10,"east",-38.00345,145.0335,19
2012-03-31,"pinkie",11,"east",-38.00213,145.0611,4
2012-03-31,"pinkie",12,"east",-38.03608,145.07697,4
2012-03-31,"pinkie",13,"east",-38.05117,145.0788,3
2012-03-31,"pinkie",15,"east",-38.04128,144.98372,1
2012-03-31,"pinkie",21,"east",-38.08735,145.09918,2
2012-04-01,"pinkie",10,"east",-38.00345,145.0335,22
2012-04-01,"pinkie",11,"east",-38.00213,145.0611,4
2012-04-01,"pinkie",12,"east",-38.03608,145.07697,6
2012-04-01,"pinkie",15,"east",-38.04128,144.98372,1
2012-04-01,"pinkie",21,"east",-38.08735,145.09918,5
2012-04-01,"pinkie",24,"east",-38.155,145.09088,1
2012-04-02,"pinkie",10,"east",-38.00345,145.0335,19
2012-04-02,"pinkie",11,"east",-38.00213,145.0611,7
2012-04-02,"pinkie",12,"east",-38.03608,145.07697,10
2012-04-02,"pinkie",15,"east",-38.04128,144.98372,4
2012-04-02,"pinkie",20,"east",-38.09975,145.0564,2
2012-04-02,"pinkie",21,"east",-38.08735,145.09918,5
2012-04-02,"pinkie",24,"east",-38.155,145.09088,2
2012-04-02,"pinkie",38,"west",-38.11977,144.42425,1
2012-04-03,"pinkie",10,"east",-38.00345,145.0335,11
2012-04-03,"pinkie",11,"east",-38.00213,145.0611,7
2012-04-03,"pinkie",12,"east",-38.03608,145.07697,7
2012-04-03,"pinkie",15,"east",-38.04128,144.98372,1
2012-04-03,"pinkie",20,"east",-38.09975,145.0564,2
2012-04-03,"pinkie",21,"east",-38.08735,145.09918,7
2012-04-03,"pinkie",24,"east",-38.155,145.09088,2
2012-04-04,"pinkie",10,"east",-38.00345,145.0335,22
2012-04-04,"pinkie",11,"east",-38.00213,145.0611,13
2012-04-04,"pinkie",12,"east",-38.03608,145.07697,4
2012-04-04,"pinkie",15,"east",-38.04128,144.98372,2
2012-04-04,"pinkie",21,"east",-38.08735,145.09918,11
2012-04-04,"pinkie",24,"east",-38.155,145.09088,3
2012-04-05,"pinkie",10,"east",-38.00345,145.0335,24
2012-04-05,"pinkie",11,"east",-38.00213,145.0611,11
2012-04-05,"pinkie",15,"east",-38.04128,144.98372,2
2012-04-05,"pinkie",21,"east",-38.08735,145.09918,11
2012-04-05,"pinkie",24,"east",-38.155,145.09088,4
2012-04-06,"adult",17,"east",-38.12388,144.94052,3
2012-04-06,"adult",33,"south",-38.24655,144.71818,1
2012-04-06,"adult",41,"south",-38.27667,144.67698,1
2012-04-06,"adult",42,"south",-38.2806,144.67943,1
2012-04-06,"pinkie",3,"north",-37.88172,144.96923,1
2012-04-06,"pinkie",10,"east",-38.00345,145.0335,21
2012-04-06,"pinkie",11,"east",-38.00213,145.0611,10
2012-04-06,"pinkie",12,"east",-38.03608,145.07697,1
2012-04-06,"pinkie",15,"east",-38.04128,144.98372,1
2012-04-06,"pinkie",20,"east",-38.09975,145.0564,4
2012-04-06,"pinkie",21,"east",-38.08735,145.09918,6
2012-04-06,"pinkie",24,"east",-38.155,145.09088,1
2012-04-07,"adult",17,"east",-38.12388,144.94052,3
2012-04-07,"pinkie",4,"north",-37.92902,144.83612,1
2012-04-07,"pinkie",8,"north",-37.95742,144.98865,3
2012-04-07,"pinkie",10,"east",-38.00345,145.0335,25
2012-04-07,"pinkie",11,"east",-38.00213,145.0611,3
2012-04-07,"pinkie",12,"east",-38.03608,145.07697,14
2012-04-07,"pinkie",15,"east",-38.04128,144.98372,1
2012-04-07,"pinkie",21,"east",-38.08735,145.09918,1
2012-04-07,"pinkie",23,"east",-38.14135,145.09135,1
2012-04-08,"adult",17,"east",-38.12388,144.94052,1
2012-04-08,"adult",26,"east",-38.17358,145.03483,1
2012-04-08,"pinkie",8,"north",-37.95742,144.98865,2
2012-04-08,"pinkie",10,"east",-38.00345,145.0335,23
2012-04-08,"pinkie",11,"east",-38.00213,145.0611,1
2012-04-08,"pinkie",12,"east",-38.03608,145.07697,12
2012-04-08,"pinkie",15,"east",-38.04128,144.98372,2
2012-04-08,"pinkie",21,"east",-38.08735,145.09918,8
2012-04-08,"pinkie",24,"east",-38.155,145.09088,2
2012-04-09,"pinkie",3,"north",-37.88172,144.96923,2
2012-04-09,"pinkie",8,"north",-37.95742,144.98865,2
2012-04-09,"pinkie",10,"east",-38.00345,145.0335,23
2012-04-09,"pinkie",12,"east",-38.03608,145.07697,13
2012-04-09,"pinkie",21,"east",-38.08735,145.09918,12
2012-04-09,"pinkie",24,"east",-38.155,145.09088,2
2012-04-10,"adult",9,"north",-38.04418,144.79383,1
2012-04-10,"adult",10,"east",-38.00345,145.0335,1
2012-04-10,"pinkie",3,"north",-37.88172,144.96923,1
2012-04-10,"pinkie",10,"east",-38.00345,145.0335,34
2012-04-10,"pinkie",11,"east",-38.00213,145.0611,2
2012-04-10,"pinkie",12,"east",-38.03608,145.07697,8
2012-04-10,"pinkie",21,"east",-38.08735,145.09918,5
2012-04-10,"pinkie",34,"south",-38.172066,144.72511,1
2012-04-11,"adult",10,"east",-38.00345,145.0335,2
2012-04-11,"adult",17,"east",-38.12388,144.94052,1
2012-04-11,"adult",20,"east",-38.09975,145.0564,1
2012-04-11,"adult",25,"east",-38.14808,145.03395,2
2012-04-11,"adult",27,"east",-38.16823,144.9593,1
2012-04-11,"adult",39,"south",-38.26977,144.67045,1
2012-04-11,"pinkie",10,"east",-38.00345,145.0335,32
2012-04-11,"pinkie",12,"east",-38.03608,145.07697,8
2012-04-11,"pinkie",24,"east",-38.155,145.09088,3
2012-04-11,"pinkie",35,"west",-38.10157,144.43693,1
2012-04-11,"pinkie",40,"south",-38.27298,144.67083,1
2012-04-12,"adult",17,"east",-38.12388,144.94052,2
2012-04-12,"adult",25,"east",-38.14808,145.03395,1
2012-04-12,"adult",27,"east",-38.16823,144.9593,3
2012-04-12,"pinkie",10,"east",-38.00345,145.0335,25
2012-04-12,"pinkie",11,"east",-38.00213,145.0611,11
2012-04-12,"pinkie",12,"east",-38.03608,145.07697,8
2012-04-12,"pinkie",20,"east",-38.09975,145.0564,3
2012-04-12,"pinkie",24,"east",-38.155,145.09088,3
2012-04-13,"adult",25,"east",-38.14808,145.03395,1
2012-04-13,"adult",27,"east",-38.16823,144.9593,4
2012-04-13,"pinkie",10,"east",-38.00345,145.0335,21
2012-04-13,"pinkie",11,"east",-38.00213,145.0611,20
2012-04-13,"pinkie",12,"east",-38.03608,145.07697,7
2012-04-14,"adult",1,"north",-37.87702,144.93997,1
2012-04-14,"pinkie",8,"north",-37.95742,144.98865,1
2012-04-14,"pinkie",10,"east",-38.00345,145.0335,19
2012-04-14,"pinkie",11,"east",-38.00213,145.0611,16
2012-04-14,"pinkie",12,"east",-38.03608,145.07697,3
2012-04-15,"adult",27,"east",-38.16823,144.9593,1
2012-04-15,"pinkie",4,"north",-37.92902,144.83612,1
2012-04-15,"pinkie",8,"north",-37.95742,144.98865,1
2012-04-15,"pinkie",10,"east",-38.00345,145.0335,18
2012-04-15,"pinkie",11,"east",-38.00213,145.0611,15
2012-04-15,"pinkie",24,"east",-38.155,145.09088,1
2012-04-15,"pinkie",53,"north",-37.87685,144.8727667,1
2012-04-16,"adult",10,"east",-38.00345,145.0335,4
2012-04-16,"adult",17,"east",-38.12388,144.94052,3
2012-04-16,"pinkie",10,"east",-38.00345,145.0335,24
2012-04-16,"pinkie",11,"east",-38.00213,145.0611,14
2012-04-17,"adult",17,"east",-38.12388,144.94052,2
2012-04-17,"pinkie",1,"north",-37.87702,144.93997,1
2012-04-17,"pinkie",3,"north",-37.88172,144.96923,1
2012-04-17,"pinkie",10,"east",-38.00345,145.0335,30
2012-04-17,"pinkie",11,"east",-38.00213,145.0611,13
2012-04-17,"pinkie",20,"east",-38.09975,145.0564,2
2012-04-18,"adult",17,"east",-38.12388,144.94052,1
2012-04-18,"pinkie",10,"east",-38.00345,145.0335,35
2012-04-18,"pinkie",11,"east",-38.00213,145.0611,22
2012-04-19,"pinkie",8,"north",-37.95742,144.98865,2
2012-04-19,"pinkie",10,"east",-38.00345,145.0335,39
2012-04-19,"pinkie",11,"east",-38.00213,145.0611,24
2012-04-19,"pinkie",20,"east",-38.09975,145.0564,2
2012-04-19,"pinkie",24,"east",-38.155,145.09088,1
2012-04-20,"pinkie",10,"east",-38.00345,145.0335,21
2012-04-20,"pinkie",11,"east",-38.00213,145.0611,19
2012-04-20,"pinkie",24,"east",-38.155,145.09088,2
2012-04-21,"adult",17,"east",-38.12388,144.94052,1
2012-04-21,"pinkie",10,"east",-38.00345,145.0335,17
2012-04-21,"pinkie",11,"east",-38.00213,145.0611,20
2012-04-22,"adult",27,"east",-38.16823,144.9593,1
2012-04-22,"pinkie",10,"east",-38.00345,145.0335,11
2012-04-22,"pinkie",11,"east",-38.00213,145.0611,12
2012-04-23,"adult",18,"east",-38.10002,145.01185,1
2012-04-23,"pinkie",10,"east",-38.00345,145.0335,10
2012-04-23,"pinkie",11,"east",-38.00213,145.0611,12
2012-04-24,"adult",25,"east",-38.14808,145.03395,1
2012-04-24,"pinkie",10,"east",-38.00345,145.0335,12
2012-04-24,"pinkie",11,"east",-38.00213,145.0611,12
2012-04-25,"adult",18,"east",-38.10002,145.01185,1
2012-04-25,"adult",26,"east",-38.17358,145.03483,1
2012-04-25,"adult",31,"south",-38.23125,144.80047,1
2012-04-25,"adult",44,"south",-38.28885,144.68552,1
2012-04-25,"pinkie",1,"north",-37.87702,144.93997,1
2012-04-25,"pinkie",8,"north",-37.95742,144.98865,2
2012-04-25,"pinkie",10,"east",-38.00345,145.0335,10
2012-04-25,"pinkie",11,"east",-38.00213,145.0611,1
2012-04-25,"pinkie",12,"east",-38.03608,145.07697,7
2012-04-25,"pinkie",24,"east",-38.155,145.09088,2
2012-04-26,"adult",18,"east",-38.10002,145.01185,1
2012-04-26,"adult",27,"east",-38.16823,144.9593,2
2012-04-26,"pinkie",3,"north",-37.88172,144.96923,2
2012-04-26,"pinkie",10,"east",-38.00345,145.0335,10
2012-04-26,"pinkie",11,"east",-38.00213,145.0611,7
2012-04-26,"pinkie",24,"east",-38.155,145.09088,2
2012-04-27,"pinkie",10,"east",-38.00345,145.0335,9
2012-04-27,"pinkie",11,"east",-38.00213,145.0611,9
2012-04-27,"pinkie",24,"east",-38.155,145.09088,1
